pokemon,move,move_human,left_min_level,left_groups,right_groups
naganadel,dragon-rush,Dragon Rush,70,sword-shield,scarlet-violet
naganadel,nasty-plot,Nasty Plot,42,sword-shield,scarlet-violet
naganadel,venoshock,Venoshock,28,sword-shield,scarlet-violet
naganadel,fell-stinger,Fell Stinger,14,sword-shield,scarlet-violet
naganadel,venom-drench,Venom Drench,35,sword-shield,scarlet-violet
blacephalon,ember,Ember,10,sword-shield,scarlet-violet
blacephalon,fire-spin,Fire Spin,1,sword-shield,scarlet-violet
blacephalon,hypnosis,Hypnosis,35,sword-shield,scarlet-violet
blacephalon,night-shade,Night Shade,15,sword-shield,scarlet-violet
blacephalon,confuse-ray,Confuse Ray,20,sword-shield,scarlet-violet
blacephalon,light-screen,Light Screen,5,sword-shield,scarlet-violet
blacephalon,fire-blast,Fire Blast,65,sword-shield,scarlet-violet
blacephalon,shadow-ball,Shadow Ball,45,sword-shield,scarlet-violet
blacephalon,will-o-wisp,Will O Wisp,55,sword-shield,scarlet-violet
blacephalon,trick,Trick,60,sword-shield,scarlet-violet
blacephalon,magic-coat,Magic Coat,25,sword-shield,scarlet-violet
blacephalon,astonish,Astonish,1,sword-shield,scarlet-violet
blacephalon,calm-mind,Calm Mind,50,sword-shield,scarlet-violet
blacephalon,incinerate,Incinerate,30,sword-shield,scarlet-violet
blacephalon,mystical-fire,Mystical Fire,40,sword-shield,scarlet-violet
blacephalon,mind-blown,Mind Blown,70,sword-shield,scarlet-violet
zeraora,thunder-punch,Thunder Punch,48,sword-shield,scarlet-violet
zeraora,scratch,Scratch,1,sword-shield,scarlet-violet
zeraora,agility,Agility,80,sword-shield,scarlet-violet
zeraora,quick-attack,Quick Attack,1,sword-shield,scarlet-violet
zeraora,fury-swipes,Fury Swipes,8,sword-shield,scarlet-violet
zeraora,slash,Slash,24,sword-shield,scarlet-violet
zeraora,spark,Spark,1,sword-shield,scarlet-violet
zeraora,fake-out,Fake Out,1,sword-shield,scarlet-violet
zeraora,charge,Charge,40,sword-shield,scarlet-violet
zeraora,close-combat,Close Combat,96,sword-shield,scarlet-violet
zeraora,discharge,Discharge,64,sword-shield,scarlet-violet
zeraora,hone-claws,Hone Claws,56,sword-shield,scarlet-violet
zeraora,quick-guard,Quick Guard,16,sword-shield,scarlet-violet
zeraora,volt-switch,Volt Switch,32,sword-shield,scarlet-violet
zeraora,wild-charge,Wild Charge,72,sword-shield,scarlet-violet
zeraora,snarl,Snarl,1,sword-shield,scarlet-violet
zeraora,power-up-punch,Power Up Punch,1,sword-shield,scarlet-violet
zeraora,plasma-fists,Plasma Fists,88,sword-shield,scarlet-violet
meltan,headbutt,Headbutt,16,sword-shield,scarlet-violet
meltan,tail-whip,Tail Whip,8,sword-shield,scarlet-violet
meltan,thunder-shock,Thunder Shock,1,sword-shield,scarlet-violet
meltan,thunder-wave,Thunder Wave,24,sword-shield,scarlet-violet
meltan,harden,Harden,1,sword-shield,scarlet-violet
meltan,acid-armor,Acid Armor,32,sword-shield,scarlet-violet
meltan,flash-cannon,Flash Cannon,40,sword-shield,scarlet-violet
melmetal,mega-punch,Mega Punch,48,sword-shield,scarlet-violet
melmetal,thunder-punch,Thunder Punch,0,sword-shield,scarlet-violet
melmetal,headbutt,Headbutt,1,sword-shield,scarlet-violet
melmetal,tail-whip,Tail Whip,1,sword-shield,scarlet-violet
melmetal,hyper-beam,Hyper Beam,96,sword-shield,scarlet-violet
melmetal,thunder-shock,Thunder Shock,1,sword-shield,scarlet-violet
melmetal,thunder-wave,Thunder Wave,24,sword-shield,scarlet-violet
melmetal,harden,Harden,1,sword-shield,scarlet-violet
melmetal,acid-armor,Acid Armor,32,sword-shield,scarlet-violet
melmetal,protect,Protect,56,sword-shield,scarlet-violet
melmetal,dynamic-punch,Dynamic Punch,72,sword-shield,scarlet-violet
melmetal,superpower,Superpower,80,sword-shield,scarlet-violet
melmetal,flash-cannon,Flash Cannon,40,sword-shield,scarlet-violet
melmetal,discharge,Discharge,64,sword-shield,scarlet-violet
melmetal,double-iron-bash,Double Iron Bash,88,sword-shield,scarlet-violet
blipbug,struggle-bug,Struggle Bug,1,sword-shield,scarlet-violet
dottler,confusion,Confusion,0,sword-shield,scarlet-violet
dottler,light-screen,Light Screen,0,sword-shield,scarlet-violet
dottler,reflect,Reflect,0,sword-shield,scarlet-violet
dottler,struggle-bug,Struggle Bug,1,sword-shield,scarlet-violet
orbeetle,psybeam,Psybeam,16,sword-shield,scarlet-violet
orbeetle,confusion,Confusion,1,sword-shield,scarlet-violet
orbeetle,psychic,Psychic,36,sword-shield,scarlet-violet
orbeetle,hypnosis,Hypnosis,20,sword-shield,scarlet-violet
orbeetle,agility,Agility,12,sword-shield,scarlet-violet
orbeetle,confuse-ray,Confuse Ray,4,sword-shield,scarlet-violet
orbeetle,light-screen,Light Screen,1,sword-shield,scarlet-violet
orbeetle,reflect,Reflect,1,sword-shield,scarlet-violet
orbeetle,mirror-coat,Mirror Coat,32,sword-shield,scarlet-violet
orbeetle,magic-coat,Magic Coat,8,sword-shield,scarlet-violet
orbeetle,calm-mind,Calm Mind,44,sword-shield,scarlet-violet
orbeetle,bug-buzz,Bug Buzz,28,sword-shield,scarlet-violet
orbeetle,after-you,After You,40,sword-shield,scarlet-violet
orbeetle,ally-switch,Ally Switch,24,sword-shield,scarlet-violet
orbeetle,struggle-bug,Struggle Bug,1,sword-shield,scarlet-violet
orbeetle,psychic-terrain,Psychic Terrain,48,sword-shield,scarlet-violet
nickit,tail-whip,Tail Whip,1,sword-shield,scarlet-violet
nickit,quick-attack,Quick Attack,1,sword-shield,scarlet-violet
nickit,beat-up,Beat Up,4,sword-shield,scarlet-violet
nickit,assurance,Assurance,16,sword-shield,scarlet-violet
nickit,sucker-punch,Sucker Punch,24,sword-shield,scarlet-violet
nickit,night-slash,Night Slash,28,sword-shield,scarlet-violet
nickit,nasty-plot,Nasty Plot,20,sword-shield,scarlet-violet
nickit,hone-claws,Hone Claws,8,sword-shield,scarlet-violet
nickit,foul-play,Foul Play,36,sword-shield,scarlet-violet
nickit,tail-slap,Tail Slap,32,sword-shield,scarlet-violet
nickit,snarl,Snarl,12,sword-shield,scarlet-violet
thievul,tail-whip,Tail Whip,1,sword-shield,scarlet-violet
thievul,quick-attack,Quick Attack,1,sword-shield,scarlet-violet
thievul,thief,Thief,0,sword-shield,scarlet-violet
thievul,beat-up,Beat Up,1,sword-shield,scarlet-violet
thievul,assurance,Assurance,16,sword-shield,scarlet-violet
thievul,sucker-punch,Sucker Punch,28,sword-shield,scarlet-violet
thievul,night-slash,Night Slash,34,sword-shield,scarlet-violet
thievul,nasty-plot,Nasty Plot,22,sword-shield,scarlet-violet
thievul,hone-claws,Hone Claws,1,sword-shield,scarlet-violet
thievul,foul-play,Foul Play,46,sword-shield,scarlet-violet
thievul,tail-slap,Tail Slap,40,sword-shield,scarlet-violet
thievul,snarl,Snarl,12,sword-shield,scarlet-violet
thievul,parting-shot,Parting Shot,52,sword-shield,scarlet-violet
eldegoss,sing,Sing,1,sword-shield,scarlet-violet
eldegoss,razor-leaf,Razor Leaf,12,sword-shield,scarlet-violet
eldegoss,cotton-spore,Cotton Spore,0,sword-shield,scarlet-violet
eldegoss,rapid-spin,Rapid Spin,1,sword-shield,scarlet-violet
eldegoss,sweet-scent,Sweet Scent,1,sword-shield,scarlet-violet
eldegoss,synthesis,Synthesis,28,sword-shield,scarlet-violet
eldegoss,hyper-voice,Hyper Voice,34,sword-shield,scarlet-violet
eldegoss,aromatherapy,Aromatherapy,40,sword-shield,scarlet-violet
eldegoss,leaf-storm,Leaf Storm,46,sword-shield,scarlet-violet
eldegoss,round,Round,16,sword-shield,scarlet-violet
eldegoss,leaf-tornado,Leaf Tornado,23,sword-shield,scarlet-violet
eldegoss,cotton-guard,Cotton Guard,52,sword-shield,scarlet-violet
eldegoss,leafage,Leafage,1,sword-shield,scarlet-violet
wooloo,double-kick,Double Kick,16,sword-shield,scarlet-violet
wooloo,headbutt,Headbutt,21,sword-shield,scarlet-violet
wooloo,tackle,Tackle,1,sword-shield,scarlet-violet
wooloo,take-down,Take Down,25,sword-shield,scarlet-violet
wooloo,double-edge,Double-Edge,40,sword-shield,scarlet-violet
wooloo,growl,Growl,1,sword-shield,scarlet-violet
wooloo,defense-curl,Defense Curl,4,sword-shield,scarlet-violet
wooloo,reversal,Reversal,32,sword-shield,scarlet-violet
wooloo,copycat,Copycat,8,sword-shield,scarlet-violet
wooloo,guard-swap,Guard Swap,28,sword-shield,scarlet-violet
wooloo,guard-split,Guard Split,12,sword-shield,scarlet-violet
wooloo,cotton-guard,Cotton Guard,36,sword-shield,scarlet-violet
gossifleur,sing,Sing,1,sword-shield,scarlet-violet
gossifleur,razor-leaf,Razor Leaf,12,sword-shield,scarlet-violet
gossifleur,rapid-spin,Rapid Spin,4,sword-shield,scarlet-violet
gossifleur,sweet-scent,Sweet Scent,8,sword-shield,scarlet-violet
gossifleur,synthesis,Synthesis,24,sword-shield,scarlet-violet
gossifleur,hyper-voice,Hyper Voice,28,sword-shield,scarlet-violet
gossifleur,aromatherapy,Aromatherapy,32,sword-shield,scarlet-violet
gossifleur,leaf-storm,Leaf Storm,36,sword-shield,scarlet-violet
gossifleur,round,Round,16,sword-shield,scarlet-violet
gossifleur,leaf-tornado,Leaf Tornado,21,sword-shield,scarlet-violet
gossifleur,leafage,Leafage,1,sword-shield,scarlet-violet
dubwool,double-kick,Double Kick,16,sword-shield,scarlet-violet
dubwool,headbutt,Headbutt,21,sword-shield,scarlet-violet
dubwool,tackle,Tackle,1,sword-shield,scarlet-violet
dubwool,take-down,Take Down,27,sword-shield,scarlet-violet
dubwool,double-edge,Double-Edge,50,sword-shield,scarlet-violet
dubwool,growl,Growl,1,sword-shield,scarlet-violet
dubwool,defense-curl,Defense Curl,1,sword-shield,scarlet-violet
dubwool,reversal,Reversal,38,sword-shield,scarlet-violet
dubwool,copycat,Copycat,1,sword-shield,scarlet-violet
dubwool,guard-swap,Guard Swap,32,sword-shield,scarlet-violet
dubwool,last-resort,Last Resort,56,sword-shield,scarlet-violet
dubwool,guard-split,Guard Split,12,sword-shield,scarlet-violet
dubwool,cotton-guard,Cotton Guard,44,sword-shield,scarlet-violet
yamper,tackle,Tackle,1,sword-shield,scarlet-violet
yamper,tail-whip,Tail Whip,1,sword-shield,scarlet-violet
yamper,bite,Bite,10,sword-shield,scarlet-violet
yamper,roar,Roar,15,sword-shield,scarlet-violet
yamper,charm,Charm,26,sword-shield,scarlet-violet
yamper,spark,Spark,20,sword-shield,scarlet-violet
yamper,crunch,Crunch,30,sword-shield,scarlet-violet
yamper,charge,Charge,35,sword-shield,scarlet-violet
yamper,wild-charge,Wild Charge,40,sword-shield,scarlet-violet
yamper,play-rough,Play Rough,45,sword-shield,scarlet-violet
yamper,nuzzle,Nuzzle,5,sword-shield,scarlet-violet
boltund,tackle,Tackle,1,sword-shield,scarlet-violet
boltund,tail-whip,Tail Whip,1,sword-shield,scarlet-violet
boltund,bite,Bite,1,sword-shield,scarlet-violet
boltund,roar,Roar,15,sword-shield,scarlet-violet
boltund,charm,Charm,28,sword-shield,scarlet-violet
boltund,spark,Spark,20,sword-shield,scarlet-violet
boltund,crunch,Crunch,34,sword-shield,scarlet-violet
boltund,charge,Charge,41,sword-shield,scarlet-violet
boltund,wild-charge,Wild Charge,48,sword-shield,scarlet-violet
boltund,electrify,Electrify,1,sword-shield,scarlet-violet
boltund,play-rough,Play Rough,55,sword-shield,scarlet-violet
boltund,electric-terrain,Electric Terrain,62,sword-shield,scarlet-violet
boltund,nuzzle,Nuzzle,1,sword-shield,scarlet-violet
carkol,burn-up,Burn Up,55,sword-shield,scarlet-violet
coalossal,burn-up,Burn Up,63,sword-shield,scarlet-violet
cramorant,belch,Belch,1,sword-shield,scarlet-violet
barraskewda,laser-focus,Laser Focus,32,sword-shield,scarlet-violet
sandaconda,skull-bash,Skull Bash,1,sword-shield,scarlet-violet
arrokuda,laser-focus,Laser Focus,30,sword-shield,scarlet-violet
toxtricity-amped,venoshock,Venoshock,20,sword-shield,scarlet-violet
toxtricity-amped,eerie-impulse,Eerie Impulse,1,sword-shield,scarlet-violet
sizzlipede,slam,Slam,30,sword-shield,scarlet-violet
sizzlipede,wrap,Wrap,5,sword-shield,scarlet-violet
sizzlipede,bite,Bite,10,sword-shield,scarlet-violet
sizzlipede,ember,Ember,1,sword-shield,scarlet-violet
sizzlipede,fire-spin,Fire Spin,35,sword-shield,scarlet-violet
sizzlipede,smokescreen,Smokescreen,1,sword-shield,scarlet-violet
sizzlipede,flame-wheel,Flame Wheel,15,sword-shield,scarlet-violet
sizzlipede,crunch,Crunch,40,sword-shield,scarlet-violet
sizzlipede,bug-bite,Bug Bite,20,sword-shield,scarlet-violet
sizzlipede,coil,Coil,25,sword-shield,scarlet-violet
sizzlipede,lunge,Lunge,50,sword-shield,scarlet-violet
sizzlipede,fire-lash,Fire Lash,45,sword-shield,scarlet-violet
sizzlipede,burn-up,Burn Up,55,sword-shield,scarlet-violet
centiskorch,slam,Slam,32,sword-shield,scarlet-violet
centiskorch,wrap,Wrap,1,sword-shield,scarlet-violet
centiskorch,bite,Bite,1,sword-shield,scarlet-violet
centiskorch,ember,Ember,1,sword-shield,scarlet-violet
centiskorch,fire-spin,Fire Spin,39,sword-shield,scarlet-violet
centiskorch,smokescreen,Smokescreen,1,sword-shield,scarlet-violet
centiskorch,flame-wheel,Flame Wheel,15,sword-shield,scarlet-violet
centiskorch,crunch,Crunch,46,sword-shield,scarlet-violet
centiskorch,bug-bite,Bug Bite,20,sword-shield,scarlet-violet
centiskorch,coil,Coil,25,sword-shield,scarlet-violet
centiskorch,inferno,Inferno,1,sword-shield,scarlet-violet
centiskorch,lunge,Lunge,60,sword-shield,scarlet-violet
centiskorch,fire-lash,Fire Lash,53,sword-shield,scarlet-violet
centiskorch,burn-up,Burn Up,67,sword-shield,scarlet-violet
clobbopus,bind,Bind,10,sword-shield,scarlet-violet
clobbopus,leer,Leer,1,sword-shield,scarlet-violet
clobbopus,submission,Submission,30,sword-shield,scarlet-violet
clobbopus,reversal,Reversal,40,sword-shield,scarlet-violet
clobbopus,detect,Detect,15,sword-shield,scarlet-violet
clobbopus,rock-smash,Rock Smash,1,sword-shield,scarlet-violet
clobbopus,taunt,Taunt,35,sword-shield,scarlet-violet
clobbopus,superpower,Superpower,45,sword-shield,scarlet-violet
clobbopus,brick-break,Brick Break,20,sword-shield,scarlet-violet
clobbopus,bulk-up,Bulk Up,25,sword-shield,scarlet-violet
clobbopus,feint,Feint,5,sword-shield,scarlet-violet
grapploct,bind,Bind,1,sword-shield,scarlet-violet
grapploct,leer,Leer,1,sword-shield,scarlet-violet
grapploct,submission,Submission,30,sword-shield,scarlet-violet
grapploct,reversal,Reversal,40,sword-shield,scarlet-violet
grapploct,octazooka,Octazooka,1,sword-shield,scarlet-violet
grapploct,detect,Detect,15,sword-shield,scarlet-violet
grapploct,rock-smash,Rock Smash,1,sword-shield,scarlet-violet
grapploct,taunt,Taunt,35,sword-shield,scarlet-violet
grapploct,superpower,Superpower,45,sword-shield,scarlet-violet
grapploct,brick-break,Brick Break,20,sword-shield,scarlet-violet
grapploct,bulk-up,Bulk Up,25,sword-shield,scarlet-violet
grapploct,feint,Feint,1,sword-shield,scarlet-violet
grapploct,topsy-turvy,Topsy Turvy,50,sword-shield,scarlet-violet
grapploct,octolock,Octolock,0,sword-shield,scarlet-violet
polteageist,aromatherapy,Aromatherapy,30,sword-shield,scarlet-violet
hattrem,aromatherapy,Aromatherapy,15,sword-shield,scarlet-violet
sinistea,protect,Protect,18,sword-shield,scarlet-violet
sinistea,aromatherapy,Aromatherapy,30,sword-shield,scarlet-violet
hatenna,aromatherapy,Aromatherapy,15,sword-shield,scarlet-violet
hatterene,aromatherapy,Aromatherapy,15,sword-shield,scarlet-violet
grimmsnarl,power-up-punch,Power Up Punch,1,sword-shield,scarlet-violet
obstagoon,sand-attack,Sand Attack,1,sword-shield,scarlet-violet
obstagoon,headbutt,Headbutt,12,sword-shield,scarlet-violet
obstagoon,tackle,Tackle,1,sword-shield,scarlet-violet
obstagoon,take-down,Take Down,28,sword-shield,scarlet-violet
obstagoon,double-edge,Double-Edge,56,sword-shield,scarlet-violet
obstagoon,pin-missile,Pin Missile,1,sword-shield,scarlet-violet
obstagoon,leer,Leer,1,sword-shield,scarlet-violet
obstagoon,submission,Submission,1,sword-shield,scarlet-violet
obstagoon,counter,Counter,42,sword-shield,scarlet-violet
obstagoon,lick,Lick,1,sword-shield,scarlet-violet
obstagoon,fury-swipes,Fury Swipes,18,sword-shield,scarlet-violet
obstagoon,rest,Rest,23,sword-shield,scarlet-violet
obstagoon,scary-face,Scary Face,35,sword-shield,scarlet-violet
obstagoon,cross-chop,Cross Chop,1,sword-shield,scarlet-violet
obstagoon,taunt,Taunt,49,sword-shield,scarlet-violet
obstagoon,night-slash,Night Slash,1,sword-shield,scarlet-violet
obstagoon,switcheroo,Switcheroo,1,sword-shield,scarlet-violet
obstagoon,hone-claws,Hone Claws,15,sword-shield,scarlet-violet
obstagoon,snarl,Snarl,9,sword-shield,scarlet-violet
obstagoon,baby-doll-eyes,Baby Doll Eyes,1,sword-shield,scarlet-violet
obstagoon,obstruct,Obstruct,0,sword-shield,scarlet-violet
sirfetchd,swords-dance,Swords Dance,45,sword-shield,scarlet-violet
sirfetchd,slam,Slam,50,sword-shield,scarlet-violet
sirfetchd,sand-attack,Sand Attack,1,sword-shield,scarlet-violet
sirfetchd,leer,Leer,1,sword-shield,scarlet-violet
sirfetchd,peck,Peck,1,sword-shield,scarlet-violet
sirfetchd,detect,Detect,25,sword-shield,scarlet-violet
sirfetchd,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
sirfetchd,rock-smash,Rock Smash,15,sword-shield,scarlet-violet
sirfetchd,brick-break,Brick Break,40,sword-shield,scarlet-violet
sirfetchd,knock-off,Knock Off,30,sword-shield,scarlet-violet
sirfetchd,iron-defense,Iron Defense,0,sword-shield,scarlet-violet
sirfetchd,leaf-blade,Leaf Blade,55,sword-shield,scarlet-violet
sirfetchd,brave-bird,Brave Bird,65,sword-shield,scarlet-violet
sirfetchd,defog,Defog,35,sword-shield,scarlet-violet
sirfetchd,final-gambit,Final Gambit,60,sword-shield,scarlet-violet
sirfetchd,first-impression,First Impression,1,sword-shield,scarlet-violet
sirfetchd,brutal-swing,Brutal Swing,20,sword-shield,scarlet-violet
sirfetchd,meteor-assault,Meteor Assault,70,sword-shield,scarlet-violet
cursola,tackle,Tackle,1,sword-shield,scarlet-violet
cursola,disable,Disable,1,sword-shield,scarlet-violet
cursola,night-shade,Night Shade,45,sword-shield,scarlet-violet
cursola,harden,Harden,1,sword-shield,scarlet-violet
cursola,curse,Curse,30,sword-shield,scarlet-violet
cursola,spite,Spite,15,sword-shield,scarlet-violet
cursola,perish-song,Perish Song,1,sword-shield,scarlet-violet
cursola,mirror-coat,Mirror Coat,55,sword-shield,scarlet-violet
cursola,ancient-power,Ancient Power,20,sword-shield,scarlet-violet
cursola,grudge,Grudge,50,sword-shield,scarlet-violet
cursola,astonish,Astonish,1,sword-shield,scarlet-violet
cursola,power-gem,Power Gem,40,sword-shield,scarlet-violet
cursola,hex,Hex,25,sword-shield,scarlet-violet
cursola,strength-sap,Strength Sap,35,sword-shield,scarlet-violet
runerigus,slam,Slam,32,sword-shield,scarlet-violet
runerigus,disable,Disable,12,sword-shield,scarlet-violet
runerigus,earthquake,Earthquake,50,sword-shield,scarlet-violet
runerigus,night-shade,Night Shade,1,sword-shield,scarlet-violet
runerigus,haze,Haze,1,sword-shield,scarlet-violet
runerigus,curse,Curse,38,sword-shield,scarlet-violet
runerigus,protect,Protect,1,sword-shield,scarlet-violet
runerigus,scary-face,Scary Face,1,sword-shield,scarlet-violet
runerigus,destiny-bond,Destiny Bond,62,sword-shield,scarlet-violet
runerigus,mean-look,Mean Look,28,sword-shield,scarlet-violet
runerigus,shadow-ball,Shadow Ball,44,sword-shield,scarlet-violet
runerigus,astonish,Astonish,1,sword-shield,scarlet-violet
runerigus,shadow-claw,Shadow Claw,0,sword-shield,scarlet-violet
runerigus,guard-split,Guard Split,56,sword-shield,scarlet-violet
runerigus,power-split,Power Split,56,sword-shield,scarlet-violet
runerigus,hex,Hex,24,sword-shield,scarlet-violet
runerigus,crafty-shield,Crafty Shield,20,sword-shield,scarlet-violet
runerigus,brutal-swing,Brutal Swing,16,sword-shield,scarlet-violet
mr-rime,pound,Pound,1,sword-shield,scarlet-violet
mr-rime,double-kick,Double Kick,24,sword-shield,scarlet-violet
mr-rime,psybeam,Psybeam,28,sword-shield,scarlet-violet
mr-rime,confusion,Confusion,12,sword-shield,scarlet-violet
mr-rime,psychic,Psychic,48,sword-shield,scarlet-violet
mr-rime,hypnosis,Hypnosis,32,sword-shield,scarlet-violet
mr-rime,mimic,Mimic,1,sword-shield,scarlet-violet
mr-rime,light-screen,Light Screen,1,sword-shield,scarlet-violet
mr-rime,reflect,Reflect,1,sword-shield,scarlet-violet
mr-rime,protect,Protect,1,sword-shield,scarlet-violet
mr-rime,icy-wind,Icy Wind,20,sword-shield,scarlet-violet
mr-rime,safeguard,Safeguard,1,sword-shield,scarlet-violet
mr-rime,baton-pass,Baton Pass,1,sword-shield,scarlet-violet
mr-rime,encore,Encore,1,sword-shield,scarlet-violet
mr-rime,rapid-spin,Rapid Spin,1,sword-shield,scarlet-violet
mr-rime,mirror-coat,Mirror Coat,36,sword-shield,scarlet-violet
mr-rime,role-play,Role Play,1,sword-shield,scarlet-violet
mr-rime,recycle,Recycle,1,sword-shield,scarlet-violet
mr-rime,teeter-dance,Teeter Dance,52,sword-shield,scarlet-violet
mr-rime,slack-off,Slack Off,1,sword-shield,scarlet-violet
mr-rime,fake-tears,Fake Tears,1,sword-shield,scarlet-violet
mr-rime,block,Block,1,sword-shield,scarlet-violet
mr-rime,copycat,Copycat,1,sword-shield,scarlet-violet
mr-rime,sucker-punch,Sucker Punch,40,sword-shield,scarlet-violet
mr-rime,ice-shard,Ice Shard,1,sword-shield,scarlet-violet
mr-rime,after-you,After You,1,sword-shield,scarlet-violet
mr-rime,ally-switch,Ally Switch,16,sword-shield,scarlet-violet
mr-rime,freeze-dry,Freeze Dry,44,sword-shield,scarlet-violet
mr-rime,misty-terrain,Misty Terrain,1,sword-shield,scarlet-violet
mr-rime,dazzling-gleam,Dazzling Gleam,1,sword-shield,scarlet-violet
milcery,aromatherapy,Aromatherapy,20,sword-shield,scarlet-violet
alcremie,aromatherapy,Aromatherapy,20,sword-shield,scarlet-violet
frosmoth,hail,Hail,28,sword-shield,scarlet-violet
indeedee-male,aromatherapy,Aromatherapy,30,sword-shield,scarlet-violet
dracozolt,slam,Slam,49,sword-shield,scarlet-violet
dracozolt,stomp,Stomp,42,sword-shield,scarlet-violet
dracozolt,tackle,Tackle,1,sword-shield,scarlet-violet
dracozolt,thunder-shock,Thunder Shock,1,sword-shield,scarlet-violet
dracozolt,ancient-power,Ancient Power,21,sword-shield,scarlet-violet
dracozolt,charge,Charge,7,sword-shield,scarlet-violet
dracozolt,aerial-ace,Aerial Ace,14,sword-shield,scarlet-violet
dracozolt,pluck,Pluck,28,sword-shield,scarlet-violet
dracozolt,dragon-pulse,Dragon Pulse,70,sword-shield,scarlet-violet
dracozolt,dragon-rush,Dragon Rush,77,sword-shield,scarlet-violet
dracozolt,discharge,Discharge,56,sword-shield,scarlet-violet
dracozolt,dragon-tail,Dragon Tail,35,sword-shield,scarlet-violet
dracozolt,bolt-beak,Bolt Beak,63,sword-shield,scarlet-violet
dracovish,stomp,Stomp,42,sword-shield,scarlet-violet
dracovish,tackle,Tackle,1,sword-shield,scarlet-violet
dracovish,bite,Bite,28,sword-shield,scarlet-violet
dracovish,water-gun,Water Gun,1,sword-shield,scarlet-violet
dracovish,super-fang,Super Fang,49,sword-shield,scarlet-violet
dracovish,protect,Protect,7,sword-shield,scarlet-violet
dracovish,dragon-breath,Dragon Breath,35,sword-shield,scarlet-violet
dracovish,crunch,Crunch,56,sword-shield,scarlet-violet
dracovish,ancient-power,Ancient Power,21,sword-shield,scarlet-violet
dracovish,dragon-pulse,Dragon Pulse,70,sword-shield,scarlet-violet
dracovish,dragon-rush,Dragon Rush,77,sword-shield,scarlet-violet
dracovish,brutal-swing,Brutal Swing,14,sword-shield,scarlet-violet
dracovish,fishious-rend,Fishious Rend,63,sword-shield,scarlet-violet
eiscue-ice,hail,Hail,42,sword-shield,scarlet-violet
arctovish,bite,Bite,28,sword-shield,scarlet-violet
arctovish,water-gun,Water Gun,1,sword-shield,scarlet-violet
arctovish,blizzard,Blizzard,77,sword-shield,scarlet-violet
arctovish,super-fang,Super Fang,49,sword-shield,scarlet-violet
arctovish,powder-snow,Powder Snow,1,sword-shield,scarlet-violet
arctovish,protect,Protect,7,sword-shield,scarlet-violet
arctovish,icy-wind,Icy Wind,14,sword-shield,scarlet-violet
arctovish,crunch,Crunch,56,sword-shield,scarlet-violet
arctovish,ancient-power,Ancient Power,21,sword-shield,scarlet-violet
arctovish,icicle-crash,Icicle Crash,70,sword-shield,scarlet-violet
arctovish,freeze-dry,Freeze Dry,42,sword-shield,scarlet-violet
arctovish,aurora-veil,Aurora Veil,35,sword-shield,scarlet-violet
arctovish,fishious-rend,Fishious Rend,63,sword-shield,scarlet-violet
duraludon,laser-focus,Laser Focus,42,sword-shield,scarlet-violet
arctozolt,slam,Slam,49,sword-shield,scarlet-violet
arctozolt,blizzard,Blizzard,77,sword-shield,scarlet-violet
arctozolt,thunder-shock,Thunder Shock,1,sword-shield,scarlet-violet
arctozolt,powder-snow,Powder Snow,1,sword-shield,scarlet-violet
arctozolt,ancient-power,Ancient Power,21,sword-shield,scarlet-violet
arctozolt,charge,Charge,7,sword-shield,scarlet-violet
arctozolt,pluck,Pluck,28,sword-shield,scarlet-violet
arctozolt,avalanche,Avalanche,35,sword-shield,scarlet-violet
arctozolt,discharge,Discharge,56,sword-shield,scarlet-violet
arctozolt,echoed-voice,Echoed Voice,14,sword-shield,scarlet-violet
arctozolt,icicle-crash,Icicle Crash,70,sword-shield,scarlet-violet
arctozolt,freeze-dry,Freeze Dry,42,sword-shield,scarlet-violet
arctozolt,bolt-beak,Bolt Beak,63,sword-shield,scarlet-violet
dragapult,sucker-punch,Sucker Punch,1,sword-shield,scarlet-violet
zamazenta,laser-focus,Laser Focus,44,sword-shield,scarlet-violet
eternatus,eternabeam,Eternabeam,88,sword-shield,scarlet-violet
regidrago,vice-grip,Vice Grip,1,sword-shield,scarlet-violet
regidrago,laser-focus,Laser Focus,60,sword-shield,scarlet-violet
zacian,laser-focus,Laser Focus,44,sword-shield,scarlet-violet
calyrex,aromatherapy,Aromatherapy,40,sword-shield,scarlet-violet
basculin-blue-striped,aqua-tail,Aqua Tail,44,sword-shield,scarlet-violet
landorus-therian,swords-dance,Swords Dance,25,sword-shield,scarlet-violet
landorus-therian,rock-throw,Rock Throw,1,sword-shield,scarlet-violet
aegislash-blade,swords-dance,Swords Dance,1,sword-shield,scarlet-violet
aegislash-blade,tackle,Tackle,1,sword-shield,scarlet-violet
aegislash-blade,slash,Slash,1,sword-shield,scarlet-violet
aegislash-blade,fury-cutter,Fury Cutter,1,sword-shield,scarlet-violet
aegislash-blade,metal-sound,Metal Sound,1,sword-shield,scarlet-violet
aegislash-blade,aerial-ace,Aerial Ace,1,sword-shield,scarlet-violet
aegislash-blade,iron-defense,Iron Defense,1,sword-shield,scarlet-violet
aegislash-blade,power-trick,Power Trick,1,sword-shield,scarlet-violet
aegislash-blade,night-slash,Night Slash,1,sword-shield,scarlet-violet
aegislash-blade,shadow-sneak,Shadow Sneak,1,sword-shield,scarlet-violet
